"District","Year","Grade","grade","DisCode","Subject","ME_n","ME_per","E_n","E_per","M_n","M_per","PM_n","PM_per","NM_n","NM_per","n_included","mean_SS","SGP","n_included_SGP"
"Hull",2021,10,"Grade 10","01420000","MATH",42,68,5,8,37,60,17,27,3,5,62,506,35.9,55
"Innovation Academy Charter (District)",2021,10,"Grade 10","04350000","ELA",60,70,13,15,47,55,22,26,4,5,86,509.7,55.1,77
"Innovation Academy Charter (District)",2021,10,"Grade 10","04350000","MATH",53,62,12,14,41,48,25,29,8,9,86,504.3,40.4,77
"Ipswich",2021,10,"Grade 10","01440000","ELA",105,87,48,40,57,47,15,12,1,1,121,523.7,59.6,118
"Ipswich",2021,10,"Grade 10","01440000","MATH",85,70,24,20,61,50,31,26,5,4,121,510.8,33.3,118
"KIPP Academy Lynn Charter (District)",2021,10,"Grade 10","04290000","ELA",36,40,5,6,31,34,44,49,10,11,90,495.3,27.9,86
"KIPP Academy Lynn Charter (District)",2021,10,"Grade 10","04290000","MATH",37,39,4,4,33,35,38,40,20,21,95,493.5,21,87
"King Philip",2021,10,"Grade 10","06900000","ELA",216,82,81,31,135,51,39,15,9,3,264,519.2,64.5,246
"King Philip",2021,10,"Grade 10","06900000","MATH",176,67,30,11,146,56,74,28,13,5,263,508,42.2,244
"Lawrence",2021,10,"Grade 10","01490000","ELA",133,28,17,4,116,25,181,38,157,33,471,484.3,37.7,353
"Lawrence",2021,10,"Grade 10","01490000","MATH",92,20,3,1,89,19,219,47,153,33,464,480.6,19.1,343
"Lee",2021,10,"Grade 10","01500000","ELA",42,70,8,13,34,57,15,25,3,5,60,506.1,44.7,50
"Lee",2021,10,"Grade 10","01500000","MATH",30,50,4,7,26,43,23,38,7,12,60,497.6,33.5,50
"Leicester",2021,10,"Grade 10","01510000","ELA",48,55,13,15,35,40,31,35,9,10,88,503.1,59.4,83
"Leicester",2021,10,"Grade 10","01510000","MATH",43,50,4,5,39,45,31,36,12,14,86,497.8,40.7,81
"Lenox",2021,10,"Grade 10","01520000","ELA",55,87,26,41,29,46,8,13,0,0,63,521.1,64.3,60
"Lenox",2021,10,"Grade 10","01520000","MATH",41,65,10,16,31,49,19,30,3,5,63,508.9,30.8,60
"Leominster",2021,10,"Grade 10","01530000","ELA",233,50,42,9,191,41,173,37,56,12,462,499.4,46.3,398
"Leominster",2021,10,"Grade 10","01530000","MATH",198,44,21,5,177,39,181,40,73,16,452,495.1,26.3,393
"Lexington",2021,10,"Grade 10","01550000","ELA",543,91,262,44,281,47,41,7,11,2,595,525.8,51.9,535
"Lexington",2021,10,"Grade 10","01550000","MATH",531,90,291,49,240,40,51,9,11,2,593,527.9,44,534
"Lincoln-Sudbury",2021,10,"Grade 10","06950000","ELA",291,84,115,33,176,51,43,12,11,3,345,519.8,54.7,317
"Lincoln-Sudbury",2021,10,"Grade 10","06950000","MATH",289,84,109,32,180,52,43,12,13,4,345,518.8,61.5,316
"Littleton",2021,10,"Grade 10","01580000","ELA",93,84,29,26,64,58,18,16,0,0,111,516.2,43,107
"Littleton",2021,10,"Grade 10","01580000","MATH",89,80,25,23,64,58,20,18,2,2,111,516.5,50.3,107
"Longmeadow",2021,10,"Grade 10","01590000","ELA",155,79,48,24,107,54,38,19,4,2,197,515.8,42.7,176
"Longmeadow",2021,10,"Grade 10","01590000","MATH",150,76,43,22,107,54,42,21,6,3,198,514.2,38.2,177
"Lowell",2021,10,"Grade 10","01600000","ELA",261,48,45,8,216,39,184,34,102,19,547,496.6,42.8,445
"Lowell",2021,10,"Grade 10","01600000","MATH",213,38,35,6,178,32,216,39,130,23,559,492,27.5,449
"Ludlow",2021,10,"Grade 10","01610000","ELA",148,71,49,24,99,48,53,26,6,3,207,512.9,73.9,183
"Ludlow",2021,10,"Grade 10","01610000","MATH",116,57,30,15,86,42,76,37,13,6,205,504.5,47,181
"Lunenburg",2021,10,"Grade 10","01620000","ELA",89,83,26,24,63,59,18,17,0,0,107,517.5,62.2,103
"Lunenburg",2021,10,"Grade 10","01620000","MATH",83,78,17,16,66,62,23,21,1,1,107,512,45.4,103
"Lynn",2021,10,"Grade 10","01630000","ELA",405,36,67,6,338,30,386,34,349,31,1140,486.6,43.5,851
"Lynn",2021,10,"Grade 10","01630000","MATH",244,22,10,1,234,21,489,44,379,34,1112,480.1,20.9,838
"Lynnfield",2021,10,"Grade 10","01640000","ELA",124,90,61,44,63,46,12,9,2,1,138,524.7,60.3,133
"Lynnfield",2021,10,"Grade 10","01640000","MATH",111,80,27,19,84,60,26,19,2,1,139,514.1,28.7,133
"MATCH Charter Public School (District)",2021,10,"Grade 10","04690000","ELA",39,51,1,1,38,50,33,43,4,5,76,498.8,44.6,75
"MATCH Charter Public School (District)",2021,10,"Grade 10","04690000","MATH",40,53,0,0,40,53,29,38,7,9,76,497.6,27,75
"Malden",2021,10,"Grade 10","01650000","ELA",137,54,34,13,103,40,79,31,40,16,256,501,38.1,215
"Malden",2021,10,"Grade 10","01650000","MATH",108,42,35,14,73,29,101,39,47,18,256,497.6,38.2,214
"Manchester Essex Regional",2021,10,"Grade 10","06980000","ELA",88,82,29,27,59,55,16,15,3,3,107,517,58.3,98
"Manchester Essex Regional",2021,10,"Grade 10","06980000","MATH",72,71,10,10,62,61,27,26,3,3,102,508.8,32.8,94
"Mansfield",2021,10,"Grade 10","01670000","ELA",240,79,77,25,163,53,45,15,20,7,305,515.8,60.2,283
"Mansfield",2021,10,"Grade 10","01670000","MATH",197,65,48,16,149,49,86,28,22,7,305,507.3,44.9,283
"Map Academy Charter School (District)",2021,10,"Grade 10","35170000","ELA",9,33,1,4,8,30,17,63,1,4,27,493.7,NA,8
"Map Academy Charter School (District)",2021,10,"Grade 10","35170000","MATH",4,15,0,0,4,15,17,65,5,19,26,482.7,NA,8
"Marblehead",2021,10,"Grade 10","01680000","ELA",187,86,70,32,117,54,29,13,2,1,218,519.5,57.4,205
"Marblehead",2021,10,"Grade 10","01680000","MATH",152,70,30,14,122,56,57,26,8,4,217,508.9,39.1,202
"Marlborough",2021,10,"Grade 10","01700000","ELA",101,41,24,10,77,31,86,35,59,24,246,493.5,55.4,177
"Marlborough",2021,10,"Grade 10","01700000","MATH",98,40,10,4,88,36,92,38,55,22,245,491.4,34.2,178
"Marshfield",2021,10,"Grade 10","01710000","ELA",265,81,78,24,187,57,55,17,6,2,326,515.5,53.6,312
"Marshfield",2021,10,"Grade 10","01710000","MATH",213,66,46,14,167,51,94,29,18,6,325,507.6,33.8,311
"Martha's Vineyard",2021,10,"Grade 10","07000000","ELA",116,70,29,18,87,53,36,22,13,8,165,508.7,44.5,142
"Martha's Vineyard",2021,10,"Grade 10","07000000","MATH",80,47,5,3,75,44,70,41,19,11,169,497.9,24.2,145
"Masconomet",2021,10,"Grade 10","07050000","ELA",223,82,81,30,142,52,42,15,6,2,271,518.5,49.4,260
"Masconomet",2021,10,"Grade 10","07050000","MATH",219,81,49,18,170,63,44,16,8,3,271,514.3,44.5,259
"Mashpee",2021,10,"Grade 10","01720000","ELA",83,72,23,20,60,52,25,22,7,6,115,511.6,56.3,103
"Mashpee",2021,10,"Grade 10","01720000","MATH",66,57,7,6,59,51,44,38,5,4,115,503.4,37.6,102
"Maynard",2021,10,"Grade 10","01740000","ELA",47,69,15,22,32,47,16,24,5,7,68,509,67.1,60
"Maynard",2021,10,"Grade 10","01740000","MATH",40,60,6,9,34,51,20,30,7,10,67,503,46.4,59
"Medfield",2021,10,"Grade 10","01750000","ELA",172,89,71,37,101,52,21,11,0,0,193,523.5,66.4,191
"Medfield",2021,10,"Grade 10","01750000","MATH",157,81,60,31,97,50,36,19,0,0,193,518.5,49.5,191
"Medford",2021,10,"Grade 10","01760000","ELA",198,61,60,18,138,42,89,27,39,12,326,504.6,53,283
"Medford",2021,10,"Grade 10","01760000","MATH",136,41,23,7,113,34,140,43,52,16,328,494.7,35.2,286
"Medway",2021,10,"Grade 10","01770000","ELA",134,85,38,24,96,61,23,15,1,1,158,517.1,52.2,151
"Medway",2021,10,"Grade 10","01770000","MATH",124,78,25,16,99,63,32,20,2,1,158,513.9,44.1,150
"Melrose",2021,10,"Grade 10","01780000","ELA",170,76,67,30,103,46,47,21,6,3,223,516.1,55.6,211
"Melrose",2021,10,"Grade 10","01780000","MATH",136,61,18,8,118,53,72,32,15,7,223,504.3,33.5,211
"Mendon-Upton",2021,10,"Grade 10","07100000","ELA",103,69,32,21,71,47,41,27,6,4,150,513.6,57.4,139
"Mendon-Upton",2021,10,"Grade 10","07100000","MATH",92,61,19,13,73,49,45,30,13,9,150,505,40,139
"Methuen",2021,10,"Grade 10","01810000","ELA",226,51,64,14,162,37,150,34,67,15,443,500.2,48.6,384
"Methuen",2021,10,"Grade 10","01810000","MATH",171,38,21,5,150,34,185,41,90,20,446,492.3,26.1,385
"Middleborough",2021,10,"Grade 10","01820000","ELA",126,62,23,11,103,51,63,31,14,7,203,505.1,38.9,184
"Middleborough",2021,10,"Grade 10","01820000","MATH",102,51,15,7,87,43,83,41,16,8,201,500.6,33.5,181
"Milford",2021,10,"Grade 10","01850000","ELA",189,62,68,22,121,40,70,23,46,15,305,505.6,56.4,249
"Milford",2021,10,"Grade 10","01850000","MATH",128,42,13,4,115,38,125,41,50,17,303,494.4,42,249
"Millbury",2021,10,"Grade 10","01860000","ELA",64,52,8,7,56,46,47,39,11,9,122,501.1,48.5,114
"Millbury",2021,10,"Grade 10","01860000","MATH",62,51,4,3,58,48,47,39,12,10,121,497.8,35.2,114
"Millis",2021,10,"Grade 10","01870000","ELA",65,94,26,38,39,57,4,6,0,0,69,522.5,55.9,66
"Millis",2021,10,"Grade 10","01870000","MATH",56,81,17,25,39,57,12,17,1,1,69,514,37.7,66
"Milton",2021,10,"Grade 10","01890000","ELA",207,78,70,26,137,52,47,18,11,4,265,516.8,63.1,245
"Milton",2021,10,"Grade 10","01890000","MATH",190,72,42,16,148,56,64,24,11,4,265,510.6,37.2,244
"Minuteman Regional Vocational Technical",2021,10,"Grade 10","08300000","ELA",116,69,35,21,81,48,46,27,6,4,168,511.3,63.8,153
"Minuteman Regional Vocational Technical",2021,10,"Grade 10","08300000","MATH",92,55,10,6,82,49,64,38,12,7,168,500.3,33.8,152
"Mohawk Trail",2021,10,"Grade 10","07170000","ELA",16,80,4,20,12,60,2,10,2,10,20,511.1,NA,18
"Mohawk Trail",2021,10,"Grade 10","07170000","MATH",11,55,1,5,10,50,7,35,2,10,20,498.5,NA,18
"Monomoy Regional School District",2021,10,"Grade 10","07120000","ELA",89,72,27,22,62,50,24,20,10,8,123,513.3,66.2,108
"Monomoy Regional School District",2021,10,"Grade 10","07120000","MATH",69,57,11,9,58,48,44,36,9,7,122,504.6,45.3,108
"Monson",2021,10,"Grade 10","01910000","ELA",28,78,5,14,23,64,7,19,1,3,36,510,51.9,31
"Monson",2021,10,"Grade 10","01910000","MATH",19,53,1,3,18,50,15,42,2,6,36,499.8,33.8,31
"Montachusett Regional Vocational Technical",2021,10,"Grade 10","08320000","ELA",229,66,46,13,183,53,105,30,14,4,348,507.5,53.1,308
"Montachusett Regional Vocational Technical",2021,10,"Grade 10","08320000","MATH",187,54,19,5,168,48,143,41,18,5,348,501.4,41.5,308
"Mount Greylock",2021,10,"Grade 10","07150000","ELA",75,88,27,32,48,56,10,12,0,0,85,521.7,49.6,81
"Mount Greylock",2021,10,"Grade 10","07150000","MATH",65,76,14,16,51,59,20,23,1,1,86,512.3,46.2,82
"Mystic Valley Regional Charter (District)",2021,10,"Grade 10","04700000","ELA",74,89,24,29,50,60,9,11,0,0,83,521.1,57.9,83
"Mystic Valley Regional Charter (District)",2021,10,"Grade 10","04700000","MATH",66,80,24,29,42,51,15,18,2,2,83,515.7,61.2,83
"Nantucket",2021,10,"Grade 10","01970000","ELA",78,58,23,17,55,41,44,33,13,10,135,504.5,62.3,114
"Nantucket",2021,10,"Grade 10","01970000","MATH",55,41,3,2,52,39,61,45,19,14,135,493.4,36.6,114
"Narragansett",2021,10,"Grade 10","07200000","ELA",46,64,16,22,30,42,24,33,2,3,72,507.7,58.3,69
"Narragansett",2021,10,"Grade 10","07200000","MATH",29,39,0,0,29,39,38,51,7,9,74,494.9,30.1,71
"Nashoba",2021,10,"Grade 10","07250000","ELA",160,82,49,25,111,57,26,13,8,4,194,516.1,51.3,181
"Nashoba",2021,10,"Grade 10","07250000","MATH",148,75,39,20,109,55,36,18,13,7,197,512.3,39.4,183
"Nashoba Valley Regional Vocational Technical",2021,10,"Grade 10","08520000","ELA",104,63,16,10,88,53,53,32,9,5,166,504.4,51.3,159
"Nashoba Valley Regional Vocational Technical",2021,10,"Grade 10","08520000","MATH",77,46,2,1,75,45,75,45,14,8,166,496,29.9,157
"Natick",2021,10,"Grade 10","01980000","ELA",296,78,94,25,202,53,67,18,18,5,381,513.9,53.3,356
"Natick",2021,10,"Grade 10","01980000","MATH",256,68,81,21,175,46,106,28,17,4,379,510.5,42.2,355
"Nauset",2021,10,"Grade 10","06600000","ELA",158,86,58,32,100,55,22,12,3,2,183,521.1,62.4,164
"Nauset",2021,10,"Grade 10","06600000","MATH",130,71,29,16,101,55,48,26,5,3,183,510,37.6,165
"Needham",2021,10,"Grade 10","01990000","ELA",330,90,165,45,165,45,32,9,4,1,366,524.7,49.3,343
"Needham",2021,10,"Grade 10","01990000","MATH",313,85,105,29,208,57,46,13,8,2,367,520.3,39.1,344
"Neighborhood House Charter (District)",2021,10,"Grade 10","04440000","ELA",32,51,1,2,31,49,27,43,4,6,63,496.9,46,53
"Neighborhood House Charter (District)",2021,10,"Grade 10","04440000","MATH",18,29,0,0,18,29,36,58,8,13,62,488.8,27.4,52
"New Bedford",2021,10,"Grade 10","02010000","ELA",157,24,25,4,132,20,265,41,232,35,654,482.1,42.4,492
"New Bedford",2021,10,"Grade 10","02010000","MATH",85,13,4,1,81,13,291,46,263,41,639,476.2,27,485
"New Heights Charter School of Brockton (District)",2021,10,"Grade 10","35130000","ELA",37,41,4,4,33,37,44,49,9,10,90,494.6,51.4,76
"New Heights Charter School of Brockton (District)",2021,10,"Grade 10","35130000","MATH",19,21,0,0,19,21,46,51,25,28,90,483,38,76
"Newburyport",2021,10,"Grade 10","02040000","ELA",173,85,58,28,115,56,30,15,1,0,204,518.4,63.7,187
"Newburyport",2021,10,"Grade 10","02040000","MATH",152,75,36,18,116,57,48,24,4,2,204,511.5,47.2,187
"Newton",2021,10,"Grade 10","02070000","ELA",796,86,335,36,461,50,95,10,31,3,922,521.1,60.2,809
"Newton",2021,10,"Grade 10","02070000","MATH",766,83,290,31,476,52,123,13,33,4,922,519.6,44.6,807
"Norfolk County Agricultural",2021,10,"Grade 10","09150000","ELA",108,76,16,11,92,65,33,23,1,1,142,510.4,53.6,129
"Norfolk County Agricultural",2021,10,"Grade 10","09150000","MATH",67,47,5,3,62,43,69,48,7,5,143,498.2,33.1,131
"North Adams",2021,10,"Grade 10","02090000","ELA",22,44,2,4,20,40,21,42,7,14,50,495.8,43.1,43
"North Adams",2021,10,"Grade 10","02090000","MATH",5,10,0,0,5,10,36,75,7,15,48,482.4,17.1,41
"North Andover",2021,10,"Grade 10","02110000","ELA",208,71,52,18,156,53,68,23,17,6,293,510.5,48.5,264
"North Andover",2021,10,"Grade 10","02110000","MATH",173,59,34,12,139,48,96,33,23,8,292,504.7,31.5,265
"North Attleborough",2021,10,"Grade 10","02120000","ELA",182,72,52,21,130,51,62,25,9,4,253,514.2,53.8,233
"North Attleborough",2021,10,"Grade 10","02120000","MATH",158,63,34,13,124,49,80,32,14,6,252,507.7,37.5,232
"North Brookfield",2021,10,"Grade 10","02150000","ELA",5,23,0,0,5,23,15,68,2,9,22,491.4,NA,16
"North Brookfield",2021,10,"Grade 10","02150000","MATH",1,5,0,0,1,5,15,68,6,27,22,477.7,NA,17
"North Middlesex",2021,10,"Grade 10","07350000","ELA",129,76,42,25,87,51,36,21,5,3,170,514.3,51.7,152
"North Middlesex",2021,10,"Grade 10","07350000","MATH",104,61,19,11,85,50,54,32,13,8,171,502.4,26.8,151
"North Reading",2021,10,"Grade 10","02170000","ELA",150,83,58,32,92,51,22,12,9,5,181,519,53.9,167
"North Reading",2021,10,"Grade 10","02170000","MATH",124,69,35,19,89,49,47,26,10,6,181,511.1,37.6,165
"Northampton",2021,10,"Grade 10","02100000","ELA",166,77,51,24,115,53,38,18,11,5,215,513.8,51.2,192
"Northampton",2021,10,"Grade 10","02100000","MATH",136,62,23,10,113,51,63,29,21,10,220,504.1,35.3,196
"Northampton-Smith Vocational Agricultural",2021,10,"Grade 10","04060000","ELA",62,43,5,3,57,40,63,44,19,13,144,494.7,50.6,135
"Northampton-Smith Vocational Agricultural",2021,10,"Grade 10","04060000","MATH",39,27,0,0,39,27,88,61,17,12,144,489,35.5,136
"Northboro-Southboro",2021,10,"Grade 10","07300000","ELA",285,90,117,37,168,53,24,8,9,3,318,522.3,68.9,284
"Northboro-Southboro",2021,10,"Grade 10","07300000","MATH",257,81,97,31,160,51,53,17,6,2,316,517.9,52.7,282
"Northbridge",2021,10,"Grade 10","02140000","ELA",80,63,20,16,60,47,41,32,6,5,127,506.2,51.6,119
"Northbridge",2021,10,"Grade 10","02140000","MATH",55,43,8,6,47,37,62,49,10,8,127,498.2,33.7,119
"Northeast Metropolitan Regional Vocational Technical",2021,10,"Grade 10","08530000","ELA",83,27,4,1,79,25,175,56,54,17,312,488.7,33.1,286
"Northeast Metropolitan Regional Vocational Technical",2021,10,"Grade 10","08530000","MATH",66,21,3,1,63,20,189,61,56,18,311,485.6,24.2,287
"Northern Berkshire Regional Vocational Technical",2021,10,"Grade 10","08510000","ELA",66,51,12,9,54,42,52,40,12,9,130,499.8,42.5,99
"Northern Berkshire Regional Vocational Technical",2021,10,"Grade 10","08510000","MATH",41,32,3,2,38,29,70,54,19,15,130,490.5,25.2,99
"Norton",2021,10,"Grade 10","02180000","ELA",121,69,42,24,79,45,47,27,7,4,175,510.8,57.7,162
"Norton",2021,10,"Grade 10","02180000","MATH",94,54,19,11,75,43,61,35,20,11,175,500.7,35.7,163
"Norwell",2021,10,"Grade 10","02190000","ELA",139,89,69,44,70,45,16,10,1,1,156,524.4,59.3,149
"Norwell",2021,10,"Grade 10","02190000","MATH",128,82,28,18,100,64,24,15,4,3,156,516.2,46.6,149
"Norwood",2021,10,"Grade 10","02200000","ELA",156,61,42,16,114,44,71,28,30,12,257,505.9,66.7,216
"Norwood",2021,10,"Grade 10","02200000","MATH",107,42,21,8,86,33,106,41,44,17,257,495.1,36,214
"Old Colony Regional Vocational Technical",2021,10,"Grade 10","08550000","ELA",96,67,21,15,75,52,46,32,2,1,144,508.9,56.3,141
"Old Colony Regional Vocational Technical",2021,10,"Grade 10","08550000","MATH",78,54,4,3,74,51,62,43,4,3,144,501,28.2,141
"Old Rochester",2021,10,"Grade 10","07400000","ELA",135,82,40,24,95,58,26,16,3,2,164,517.4,53.5,157
"Old Rochester",2021,10,"Grade 10","07400000","MATH",113,69,23,14,90,55,46,28,5,3,164,509.4,42.6,158
"Oxford",2021,10,"Grade 10","02260000","ELA",37,42,4,4,33,37,42,47,10,11,89,497.2,42.8,78
"Oxford",2021,10,"Grade 10","02260000","MATH",26,30,7,8,19,22,45,52,16,18,87,490.1,39.1,78
"Palmer",2021,10,"Grade 10","02270000","ELA",37,57,4,6,33,51,18,28,10,15,65,497.9,37.7,57
"Palmer",2021,10,"Grade 10","02270000","MATH",24,37,1,2,23,35,29,45,12,18,65,491.9,34,57
"Pathfinder Regional Vocational Technical",2021,10,"Grade 10","08600000","ELA",56,38,8,5,48,32,79,53,14,9,149,494.2,41.7,134
"Pathfinder Regional Vocational Technical",2021,10,"Grade 10","08600000","MATH",37,25,1,1,36,24,78,52,34,23,149,485.7,26.1,134
"Paulo Freire Social Justice Charter School (District)",2021,10,"Grade 10","35010000","ELA",7,22,0,0,7,22,16,50,9,28,32,482,40,32
"Paulo Freire Social Justice Charter School (District)",2021,10,"Grade 10","35010000","MATH",1,3,0,0,1,3,15,45,17,52,33,471.2,20.2,33
"Peabody",2021,10,"Grade 10","02290000","ELA",217,58,45,12,172,46,113,30,42,11,372,503.4,48.6,329
"Peabody",2021,10,"Grade 10","02290000","MATH",165,44,32,9,133,36,149,40,58,16,372,496.6,32,330
"Pembroke",2021,10,"Grade 10","02310000","ELA",149,73,49,24,100,49,49,24,6,3,204,514,62.3,197
"Pembroke",2021,10,"Grade 10","02310000","MATH",137,67,17,8,120,59,57,28,11,5,205,506.9,37.5,196
"Pentucket",2021,10,"Grade 10","07450000","ELA",128,82,47,30,81,52,22,14,6,4,156,516.6,65.3,150
"Pentucket",2021,10,"Grade 10","07450000","MATH",98,63,16,10,82,53,49,31,9,6,156,504.6,50.6,150
"Phoenix Academy Public Charter High School Lawrence (District)",2021,10,"Grade 10","35180000","ELA",2,14,0,0,2,14,8,57,4,29,14,483,NA,2
"Phoenix Academy Public Charter High School Lawrence (District)",2021,10,"Grade 10","35180000","MATH",1,8,0,0,1,8,5,38,7,54,13,470.4,NA,2
"Pioneer Charter School of Science (District)",2021,10,"Grade 10","04940000","ELA",47,84,17,30,30,54,9,16,0,0,56,517.9,63,51
"Pioneer Charter School of Science (District)",2021,10,"Grade 10","04940000","MATH",43,80,12,22,31,57,10,19,1,2,54,515.3,47.2,50
"Pioneer Charter School of Science II (PCSS-II) (District)",2021,10,"Grade 10","35060000","ELA",48,86,15,27,33,59,8,14,0,0,56,517.7,57,56
"Pioneer Charter School of Science II (PCSS-II) (District)",2021,10,"Grade 10","35060000","MATH",48,86,23,41,25,45,8,14,0,0,56,523.5,47.9,56
"Pioneer Valley",2021,10,"Grade 10","07500000","ELA",29,66,14,32,15,34,12,27,3,7,44,512.4,63,41
"Pioneer Valley",2021,10,"Grade 10","07500000","MATH",24,55,2,5,22,50,16,36,4,9,44,497.9,24.2,40
"Pioneer Valley Chinese Immersion Charter (District)",2021,10,"Grade 10","04970000","ELA",18,82,11,50,7,32,3,14,1,5,22,525.2,59,21
"Pioneer Valley Chinese Immersion Charter (District)",2021,10,"Grade 10","04970000","MATH",17,77,8,36,9,41,5,23,0,0,22,519,44.4,21
"Pioneer Valley Performing Arts Charter Public (District)",2021,10,"Grade 10","04790000","ELA",39,68,8,14,31,54,18,32,0,0,57,509.8,48.5,50
"Pioneer Valley Performing Arts Charter Public (District)",2021,10,"Grade 10","04790000","MATH",14,25,3,5,11,19,35,61,8,14,57,490.6,31.3,50
"Pittsfield",2021,10,"Grade 10","02360000","ELA",149,42,37,11,112,32,151,43,51,15,351,496.4,52,315
"Pittsfield",2021,10,"Grade 10","02360000","MATH",101,29,10,3,91,26,170,49,74,21,345,487.8,29,310
"Plymouth",2021,10,"Grade 10","02390000","ELA",374,69,98,18,276,51,145,27,20,4,539,509.7,54.7,510
"Plymouth",2021,10,"Grade 10","02390000","MATH",248,46,28,5,220,41,245,46,44,8,537,497.6,31,507
"Prospect Hill Academy Charter (District)",2021,10,"Grade 10","04870000","ELA",43,51,6,7,37,44,37,44,5,6,85,500.4,52,77
"Prospect Hill Academy Charter (District)",2021,10,"Grade 10","04870000","MATH",27,32,1,1,26,31,47,55,11,13,85,490.6,37.4,77
"Quabbin",2021,10,"Grade 10","07530000","ELA",83,73,27,24,56,50,24,21,6,5,113,513.1,53.6,102
"Quabbin",2021,10,"Grade 10","07530000","MATH",75,67,13,12,62,55,29,26,8,7,112,506.5,38,103
"Quaboag Regional",2021,10,"Grade 10","07780000","ELA",69,73,20,21,49,52,22,23,3,3,94,512.2,61.6,90
"Quaboag Regional",2021,10,"Grade 10","07780000","MATH",48,51,4,4,44,47,40,43,6,6,94,500.5,35.2,90
"Quincy",2021,10,"Grade 10","02430000","ELA",404,62,120,18,284,43,189,29,60,9,653,506.6,44.1,567
"Quincy",2021,10,"Grade 10","02430000","MATH",358,55,116,18,242,37,224,34,73,11,655,503.3,38.1,567
"Ralph C Mahar",2021,10,"Grade 10","07550000","ELA",52,55,15,16,37,39,33,35,10,11,95,503.4,40.5,79
"Ralph C Mahar",2021,10,"Grade 10","07550000","MATH",32,34,3,3,29,31,51,54,12,13,95,492.8,25.4,80
"Randolph",2021,10,"Grade 10","02440000","ELA",46,33,7,5,39,28,66,47,29,21,141,489.4,43.8,96
"Randolph",2021,10,"Grade 10","02440000","MATH",33,24,6,4,27,19,65,46,42,30,140,483.6,31.7,96
"Reading",2021,10,"Grade 10","02460000","ELA",255,84,94,31,161,53,42,14,5,2,302,519.2,52.7,293
"Reading",2021,10,"Grade 10","02460000","MATH",216,72,40,13,176,59,69,23,15,5,300,509.6,33,291
"Revere",2021,10,"Grade 10","02480000","ELA",217,53,64,16,153,37,137,33,55,13,409,500.8,43.8,346
"Revere",2021,10,"Grade 10","02480000","MATH",155,38,28,7,127,32,181,45,67,17,403,494.4,29.3,338
"Rising Tide Charter Public (District)",2021,10,"Grade 10","04830000","ELA",54,75,10,14,44,61,16,22,2,3,72,508.6,56.9,61
"Rising Tide Charter Public (District)",2021,10,"Grade 10","04830000","MATH",45,63,1,1,44,61,22,31,5,7,72,502.4,44.1,61
